spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
off_axis,D,31,1.000000,0.973362,0.840460,0.973362
off_axis,Z,32,-0.026586,0.836926,0.840460,0.973362
off_axis,A,32,0.427788,0.897314,0.840460,0.973362
off_axis,C_CN,32,0.427788,0.897314,0.840460,0.973362
off_axis,C_PP,32,0.427788,0.897314,0.840460,0.973362
off_axis,D,32,1.000000,0.973362,0.840460,0.973362
off_axis,Z,33,0.135482,0.858466,0.840460,0.973362
off_axis,A,33,0.353492,0.887440,0.840460,0.973362
off_axis,C_CN,33,0.353492,0.887440,0.840460,0.973362
off_axis,C_PP,33,0.219219,0.869594,0.840460,0.973362
off_axis,D,33,1.000000,0.973362,0.840460,0.973362
off_axis,Z,34,0.486844,0.905162,0.840460,0.973362
off_axis,A,34,0.486844,0.905162,0.840460,0.973362
off_axis,C_CN,34,0.486844,0.905162,0.840460,0.973362
off_axis,C_PP,34,0.486844,0.905162,0.840460,0.973362
off_axis,D,34,1.000000,0.973362,0.840460,0.973362
off_axis,Z,35,0.144149,0.859617,0.840460,0.973362
off_axis,A,35,0.467848,0.902638,0.840460,0.973362
off_axis,C_CN,35,0.467848,0.902638,0.840460,0.973362
off_axis,C_PP,35,0.467848,0.902638,0.840460,0.973362
off_axis,D,35,1.000000,0.973362,0.840460,0.973362
off_axis,Z,36,0.311150,0.881812,0.840460,0.973362
off_axis,A,36,0.569332,0.916125,0.840460,0.973362
off_axis,C_CN,36,0.569332,0.916125,0.840460,0.973362
off_axis,C_PP,36,0.569332,0.916125,0.840460,0.973362
off_axis,D,36,1.000000,0.973362,0.840460,0.973362
off_axis,Z,37,-0.233395,0.809441,0.840460,0.973362
off_axis,A,37,0.317522,0.882659,0.840460,0.973362
off_axis,C_CN,37,0.317522,0.882659,0.840460,0.973362
off_axis,C_PP,37,0.317522,0.882659,0.840460,0.973362
off_axis,D,37,1.000000,0.973362,0.840460,0.973362
off_axis,Z,38,0.411410,0.895137,0.840460,0.973362
off_axis,A,38,0.596747,0.919769,0.840460,0.973362
off_axis,C_CN,38,0.596747,0.919769,0.840460,0.973362
off_axis,C_PP,38,0.596747,0.919769,0.840460,0.973362
off_axis,D,38,1.000000,0.973362,0.840460,0.973362
off_axis,Z,39,0.294842,0.879645,0.840460,0.973362
off_axis,A,39,0.294842,0.879645,0.840460,0.973362
off_axis,C_CN,39,0.222493,0.870029,0.840460,0.973362
off_axis,C_PP,39,0.222493,0.870029,0.840460,0.973362
off_axis,D,39,1.000000,0.973362,0.840460,0.973362
off_axis,Z,40,0.138205,0.858827,0.840460,0.973362
off_axis,A,40,0.570635,0.916298,0.840460,0.973362
off_axis,C_CN,40,0.570635,0.916298,0.840460,0.973362
off_axis,C_PP,40,0.570635,0.916298,0.840460,0.973362
off_axis,D,40,1.000000,0.973362,0.840460,0.973362
off_axis,Z,41,0.241959,0.872617,0.840460,0.973362
off_axis,A,41,0.172940,0.863444,0.840460,0.973362
